-0.020595,5.304266
-0.037599,5.095026
-0.055076,4.885397
-0.073027,4.675379
-0.091452,4.464973
-0.110352,4.254177
-0.129725,4.042993
-0.149573,3.831420
-0.169894,3.619459
-0.190690,3.407108
-0.211960,3.194369
-0.233704,2.981241
-0.255921,2.767724
-0.278614,2.553818
-0.301780,2.339524
-0.325420,2.124840
-0.349534,1.909768
-0.374123,1.694307
-0.399185,1.478457
-0.413921,1.265445
-0.393914,1.062565
-0.338231,0.870094
-0.246873,0.688034
-0.119900,0.516454
0.031608,0.368133
0.199460,0.252521
0.383655,0.169619
0.584193,0.119425
0.799631,0.099074
1.017177,0.083159
1.233821,0.065702
1.449564,0.046704
1.664406,0.026165
1.878346,0.004085
2.091385,-0.019536
2.303522,-0.044698
2.514759,-0.071402
2.725095,-0.099645
2.935088,-0.128519
3.145208,-0.157261
3.355453,-0.185871
3.565824,-0.214349
3.776321,-0.242696
3.986944,-0.270911
4.197692,-0.298994
4.408567,-0.326945
4.619567,-0.354765
4.830693,-0.382453
5.041945,-0.410009
5.253323,-0.437434
5.464826,-0.464727
5.676455,-0.491888
5.888210,-0.518917
6.100091,-0.545815
6.312098,-0.572581
6.524230,-0.599215
6.736548,-0.625214
6.949899,-0.643426
7.164558,-0.651529
7.373133,-0.629379
7.567342,-0.554407
7.744539,-0.432943
7.894772,-0.288919
8.017083,-0.124638
8.111475,0.059903
8.177945,0.264701
8.226179,0.479936
8.267751,0.693870
8.302683,0.906480
8.330975,1.117766
8.352972,1.327793
8.374704,1.537707
8.398369,1.747925
8.423967,1.958448
8.451498,2.169276
8.480613,2.380348
8.509944,2.591430
8.539352,2.802500
8.568838,3.013557
8.598402,3.224600
8.628043,3.435631
8.657762,3.646648
8.687559,3.857653
8.717433,4.068645
8.747385,4.279623
8.777415,4.490589
8.807522,4.701541
8.837707,4.912481
8.867969,5.123407
8.898309,5.334321
8.928727,5.545221
8.959222,5.756109
8.989795,5.966983
9.020445,6.177845
9.051174,6.388693
9.081979,6.599529
9.112863,6.810351
9.143824,7.021161
9.174863,7.231957
9.205979,7.442741
9.237173,7.653511
9.268445,7.864268
9.299794,8.075013
9.331221,8.285744
9.362725,8.496463
9.394307,8.707168
9.425967,8.917860
9.457705,9.128540
9.489520,9.339206
9.521412,9.549859
9.553382,9.760500
9.585430,9.971127
9.617535,10.181744
9.648876,10.392457
9.679030,10.603320
9.707997,10.814333
9.735777,11.025497
9.762370,11.236811
9.787776,11.448275
9.811995,11.659890
9.835028,11.871655
9.856873,12.083570
9.878009,12.295574
9.899360,12.507547
9.920949,12.719487
9.942776,12.931393
9.964842,13.143266
9.987146,13.355104
10.009689,13.566910
10.032470,13.778681
10.055489,13.990419
10.078746,14.202124
10.102233,14.413808
10.125949,14.625470
10.149894,14.837113
10.174068,15.048735
10.198471,15.260336
10.223103,15.471917
10.247964,15.683478
10.273054,15.895018
10.298373,16.106538
10.323921,16.318037
10.349698,16.529516
10.375704,16.740975
10.401939,16.952413
10.428403,17.163831
10.455096,17.375228
10.482018,17.586605
10.509168,17.797962
10.536548,18.009298
10.563940,18.220635
10.590811,18.432027
10.617139,18.643475
10.642923,18.854979
10.668164,19.066540
10.692861,19.278157
10.717014,19.489831
10.740623,19.701561
10.763689,19.913348
10.786521,20.125156
10.812176,20.336646
10.841436,20.547729
10.874299,20.758407
10.910767,20.968679
10.945678,21.178911
10.963707,21.390193
10.963839,21.602598
10.946075,21.816124
10.910411,22.030766
10.850142,22.235295
10.759137,22.419441
10.637394,22.583204
10.484914,22.726583
10.302851,22.848561
10.106564,22.935584
9.900849,22.983422
9.689889,23.011248
9.478170,23.039624
9.265920,23.068464
9.053895,23.097453
8.842155,23.126568
8.630702,23.155807
8.419534,23.185171
8.208652,23.214659
7.998055,23.244272
7.787745,23.274010
7.577720,23.303872
7.367958,23.333853
7.158103,23.363847
6.948029,23.393817
6.737736,23.423763
6.527224,23.453686
6.316492,23.483585
6.105542,23.513461
5.894372,23.543313
5.682984,23.573141
5.471376,23.602946
5.259549,23.632727
5.047503,23.662484
4.835238,23.692218
4.622754,23.721928
4.410051,23.751614
4.197129,23.781277
3.983987,23.810916
3.770627,23.840532
3.557047,23.870124
3.345164,23.892935
3.143845,23.877691
2.954201,23.820468
2.776233,23.721266
2.609940,23.580085
2.462883,23.409048
2.347141,23.227527
2.262872,23.035775
2.210076,22.833791
2.188042,22.621801
2.174083,22.407007
2.157340,22.192856
2.137812,21.979347
2.115500,21.766481
2.090404,21.554257
2.062524,21.342677
2.031859,21.131739
1.998409,20.921444
1.962176,20.711791
1.924278,20.502516
1.886576,20.293179
1.849096,20.083774
1.811839,19.874300
1.774805,19.664757
1.737994,19.455146
1.701406,19.245466
1.665040,19.035718
1.628897,18.825901
1.592977,18.616016
1.557279,18.406062
1.521805,18.196039
1.486553,17.985948
1.451524,17.775788
1.416718,17.565560
1.382135,17.355263
1.347774,17.144898
1.313636,16.934464
1.279720,16.723962
1.245952,16.513440
1.212286,16.302927
1.178724,16.092423
1.145265,15.881928
1.111908,15.671442
1.078655,15.460965
1.045505,15.250496
1.012458,15.040037
0.979513,14.829586
0.947921,14.618991
0.920516,14.407904
0.897405,14.196311
0.878589,13.984213
0.864031,13.771613
0.849466,13.558989
0.831988,13.346668
0.811596,13.134650
0.788291,12.922934
0.762341,12.711492
0.735902,12.500101
0.709441,12.288712
0.682957,12.077325
0.656451,11.865940
0.629923,11.654557
0.603372,11.443176
0.576799,11.231797
0.550204,11.020420
0.523587,10.809045
0.496947,10.597672
0.470285,10.386301
0.443600,10.174932
0.416893,9.963566
0.390164,9.752201
0.363413,9.540838
0.336639,9.329477
0.309843,9.118118
0.283025,8.906761
0.256184,8.695406
0.229321,8.484053
0.202436,8.272702
0.175528,8.061353
0.148598,7.850006
0.121646,7.638661
0.094672,7.427318
0.067675,7.215978
0.040656,7.004639
0.013614,6.793302
-0.013450,6.581967
-0.040536,6.370634
-0.067644,6.159303
-0.094775,5.947974
