-2.678720,-2.038973
-2.777171,-2.183379
-2.877662,-2.326757
-2.980193,-2.469107
-3.084764,-2.610430
-3.191375,-2.750724
-3.300026,-2.889990
-3.410717,-3.028228
-3.523448,-3.165439
-3.638152,-3.301656
-3.751453,-3.438653
-3.861465,-3.577418
-3.968186,-3.717953
-4.071619,-3.860256
-4.171761,-4.004329
-4.268614,-4.150170
-4.362178,-4.297781
-4.452451,-4.447160
-4.539435,-4.598308
-4.617244,-4.752393
-4.671019,-4.912360
-4.700036,-5.078354
-4.704296,-5.250374
-4.683808,-5.428416
-4.649291,-5.607735
-4.610221,-5.784136
-4.566600,-5.957619
-4.518426,-6.128185
-4.465982,-6.296007
-4.413147,-6.463515
-4.361164,-6.631484
-4.310031,-6.799914
-4.259749,-6.968804
-4.207594,-7.136983
-4.142892,-7.299854
-4.064561,-7.456951
-3.972599,-7.608274
-3.867007,-7.753823
-3.750133,-7.890263
-3.625349,-8.012811
-3.492679,-8.121429
-3.352125,-8.216117
-3.203686,-8.296875
-3.047362,-8.363703
-2.883153,-8.416601
-2.711059,-8.455569
-2.531080,-8.480608
-2.344900,-8.490856
-2.163208,-8.480857
-1.987884,-8.449649
-1.818929,-8.397231
-1.656344,-8.323605
-1.505113,-8.229582
-1.376357,-8.116971
-1.270485,-7.985839
-1.187498,-7.836187
-1.127411,-7.668066
-1.094103,-7.494107
-1.090564,-7.324045
-1.116793,-7.157882
-1.172790,-6.995617
-1.256703,-6.837064
-1.347529,-6.680119
-1.439359,-6.524191
-1.532191,-6.369279
-1.626026,-6.215382
-1.714802,-6.061381
-1.777634,-5.903411
-1.812762,-5.741146
-1.820185,-5.574587
-1.799905,-5.403734
-1.760535,-5.231488
-1.712888,-5.061492
-1.657000,-4.893758
-1.592871,-4.728286
-1.520838,-4.564977
-1.449436,-4.401373
-1.382381,-4.236400
-1.319672,-4.070061
-1.261309,-3.902354
-1.205574,-3.734116
-1.143042,-3.569942
-1.072278,-3.410528
-0.993284,-3.255875
-0.906059,-3.105982
-0.809997,-2.961772
-0.703904,-2.825057
-0.587748,-2.695887
-0.461529,-2.574260
-0.325312,-2.460130
-0.186211,-2.348306
-0.049029,-2.235282
0.086234,-2.121059
0.219577,-2.005636
0.351219,-1.889209
0.483220,-1.773621
0.616089,-1.659327
0.749827,-1.546326
0.884432,-1.434620
1.017657,-1.321303
1.142673,-1.197553
1.259010,-1.062766
1.366670,-0.916941
1.465651,-0.760077
1.549496,-0.597484
1.611148,-0.434962
1.650601,-0.272514
1.667857,-0.110141
1.662916,0.052158
1.635776,0.214383
1.586439,0.376533
1.514905,0.538609
1.421172,0.700610
1.306651,0.857926
1.178067,0.988546
1.036294,1.089607
0.881332,1.161108
0.713182,1.203050
0.538055,1.217386
0.366735,1.207509
0.199412,1.173479
0.036089,1.115297
-0.123176,1.033104
-0.274685,0.935803
-0.416240,0.828677
-0.547842,0.711728
-0.669491,0.584955
-0.782112,0.449283
-0.893090,0.312096
-1.004025,0.174991
-1.114915,0.037970
-1.225761,-0.098969
-1.336589,-0.235841
-1.447468,-0.372683
-1.558402,-0.509498
-1.669391,-0.646287
-1.780435,-0.783050
-1.780435,-0.78305
-2.2295775,-1.4110115
-2.67872,-2.038973
