#x,y
6.436036,-0.346918
6.727708,-0.545213
6.993217,-0.692063
7.232561,-0.787468
7.445741,-0.831426
7.632757,-0.823939
7.793610,-0.765007
7.928298,-0.654628
8.037282,-0.493905
8.134096,-0.315162
8.225011,-0.133385
8.310027,0.051427
8.389145,0.239275
8.462364,0.430158
8.529685,0.624075
8.591106,0.821028
8.646630,1.021015
8.696255,1.224038
8.739981,1.430096
8.777808,1.639189
8.809737,1.851316
8.835768,2.066479
8.855899,2.284677
8.870133,2.505910
8.878755,2.730032
8.886192,2.954790
8.893950,3.179418
8.902029,3.403916
8.910430,3.628284
8.919151,3.852522
8.928194,4.076630
8.937559,4.300608
8.947244,4.524456
8.957251,4.748174
8.967579,4.971761
8.978228,5.195219
8.989199,5.418547
9.000490,5.641744
9.012103,5.864812
9.024037,6.087749
9.036293,6.310556
9.048869,6.533234
9.061767,6.755781
9.074986,6.978198
9.088527,7.200486
9.102388,7.422643
9.116571,7.644670
9.131075,7.866567
9.145900,8.088334
9.161047,8.309971
9.176515,8.531478
9.192304,8.752854
9.208414,8.974101
9.224845,9.195218
9.241598,9.416204
9.258672,9.637061
9.276067,9.857788
9.293783,10.078384
9.311821,10.298851
9.330180,10.519187
9.348860,10.739393
9.367861,10.959470
9.387184,11.179416
9.406828,11.399232
9.426793,11.618918
9.447079,11.838474
9.467687,12.057900
9.488615,12.277196
9.509865,12.496362
9.531436,12.715398
9.553329,12.934304
9.575543,13.153080
9.598078,13.371725
9.620934,13.590241
9.644111,13.808627
9.667610,14.026882
9.691430,14.245008
9.715571,14.463003
9.740033,14.680868
9.764817,14.898604
9.789921,15.116209
9.815347,15.333684
9.841095,15.551029
9.867163,15.768245
9.893553,15.985330
9.920264,16.202285
9.947296,16.419110
9.974650,16.635805
10.002324,16.852369
10.030320,17.068804
10.058637,17.285109
10.087276,17.501284
10.116235,17.717328
10.145516,17.933243
10.175118,18.149027
10.205042,18.364682
10.235286,18.580206
10.265852,18.795601
10.296739,19.010865
10.327947,19.225999
10.359477,19.441004
10.391327,19.655878
10.423499,19.870622
10.455993,20.085236
