0.003848,5.205775,-1.681136,0.000000
-0.007701,5.101690,-1.681472,0.424119
-0.019298,4.997493,-1.681807,0.475757
-0.030943,4.893184,-1.682141,0.491679
-0.042636,4.788761,-1.682474,0.497083
-0.054376,4.684226,-1.682807,0.498970
-0.066165,4.579579,-1.683139,0.499636
-0.078001,4.474818,-1.683470,0.499871
-0.089885,4.369946,-1.683800,0.499954
-0.101817,4.264960,-1.684130,0.499984
-0.113797,4.159862,-1.684459,0.499994
-0.125825,4.054651,-1.684787,0.499998
-0.137901,3.949328,-1.685115,0.499999
-0.150024,3.843892,-1.685441,0.500000
-0.162195,3.738343,-1.685767,0.500000
-0.174415,3.632682,-1.686093,0.500000
-0.186682,3.526908,-1.686417,0.500000
-0.198997,3.421021,-1.686741,0.500000
-0.211360,3.315022,-1.687064,0.500000
-0.223770,3.208910,-1.687387,0.500000
-0.236229,3.102686,-1.687708,0.500000
-0.248735,2.996349,-1.688030,0.500000
-0.261289,2.889899,-1.688350,0.500000
-0.273891,2.783337,-1.688670,0.500000
-0.286541,2.676662,-1.688988,0.500000
-0.299239,2.569874,-1.689307,0.500000
-0.311985,2.462974,-1.689624,0.500000
-0.324778,2.355961,-1.689941,0.500000
-0.337620,2.248835,-1.690257,0.500000
-0.350509,2.141597,-1.690573,0.500000
-0.363446,2.034246,-1.690888,0.500000
-0.376431,1.926783,-1.691202,0.500000
-0.389464,1.819207,-1.691515,0.500000
-0.402544,1.711518,-1.691828,0.500000
-0.415673,1.603717,-1.692140,0.500000
-0.428849,1.495803,-1.692451,0.500000
-0.442074,1.387777,-1.692762,0.500000
-0.454264,1.279983,-1.653276,0.500000
-0.458496,1.174635,-1.567298,0.500000
-0.453537,1.072125,-1.476574,0.500000
-0.439389,0.972454,-1.382296,0.500000
-0.416051,0.875622,-1.285999,0.500000
-0.383524,0.781628,-1.189427,0.500000
-0.341806,0.690473,-1.094356,0.500000
-0.290899,0.602157,-1.002400,0.500000
-0.230803,0.516679,-0.914867,0.500000
-0.161539,0.434062,-0.833089,0.500000
-0.086205,0.357290,-0.755563,0.500000
-0.006983,0.288464,-0.674132,0.500000
0.076127,0.227586,-0.589644,0.500000
0.163125,0.174655,-0.503182,0.500000
0.254012,0.129671,-0.415996,0.500000
0.348786,0.092634,-0.329397,0.500000
0.447449,0.063544,-0.244647,0.500000
0.550000,0.042401,-0.162851,0.500000
0.656440,0.029205,-0.084883,0.500000
0.765755,0.021994,-0.062726,0.500000
0.875026,0.015110,-0.063115,0.500000
0.984069,0.008197,-0.063506,0.500000
1.092886,0.001256,-0.063898,0.500000
1.201475,-0.005714,-0.064291,0.500000
1.309838,-0.012712,-0.064687,0.500000
1.417973,-0.019738,-0.065084,0.500000
1.525881,-0.026792,-0.065482,0.500000
1.633561,-0.033875,-0.065883,0.500000
1.741015,-0.040987,-0.066284,0.500000
1.848242,-0.048126,-0.066688,0.500000
1.955241,-0.055294,-0.067093,0.500000
2.062013,-0.062490,-0.067501,0.500000
2.168558,-0.069715,-0.067909,0.500000
2.274876,-0.076968,-0.068320,0.500000
2.380967,-0.084249,-0.068732,0.500000
2.486830,-0.091559,-0.069146,0.500000
2.592467,-0.098897,-0.069562,0.500000
2.697876,-0.106264,-0.069979,0.500000
2.803187,-0.113685,-0.070741,0.500000
2.908546,-0.121192,-0.071514,0.500000
3.013954,-0.128783,-0.072287,0.500000
3.119410,-0.136461,-0.073059,0.500000
3.224914,-0.144223,-0.073829,0.500000
3.330467,-0.152071,-0.074599,0.500000
3.436069,-0.160005,-0.075369,0.500000
3.541719,-0.168023,-0.076137,0.500000
3.647417,-0.176127,-0.076905,0.500000
3.753164,-0.184317,-0.077672,0.500000
3.858960,-0.192591,-0.078438,0.500000
3.964804,-0.200951,-0.079203,0.500000
4.070696,-0.209397,-0.079968,0.500000
4.176637,-0.217927,-0.080731,0.500000
4.282627,-0.226543,-0.081494,0.500000
4.388665,-0.235245,-0.082256,0.500000
4.494751,-0.244031,-0.083018,0.500000
4.600886,-0.252903,-0.083778,0.500000
4.707070,-0.261861,-0.084538,0.500000
4.813302,-0.270903,-0.085297,0.500000
4.919582,-0.280031,-0.086055,0.500000
5.025911,-0.289245,-0.086812,0.500000
5.132288,-0.298543,-0.087569,0.500000
5.238714,-0.307928,-0.088325,0.500000
5.345189,-0.317397,-0.089080,0.500000
5.451712,-0.326952,-0.089834,0.500000
5.558283,-0.336592,-0.090587,0.500000
5.664903,-0.346317,-0.091340,0.500000
5.771571,-0.356128,-0.092092,0.500000
5.878288,-0.366024,-0.092843,0.500000
5.985053,-0.376005,-0.093593,0.500000
6.091867,-0.386072,-0.094343,0.500000
6.198729,-0.396224,-0.095091,0.500000
6.305640,-0.406461,-0.095839,0.500000
6.412599,-0.416784,-0.096586,0.500000
6.519607,-0.427192,-0.097333,0.500000
6.626663,-0.437686,-0.098078,0.500000
6.733713,-0.447873,-0.082874,0.500000
6.840345,-0.454851,-0.047682,0.500000
6.946477,-0.458026,-0.012038,0.500000
7.052108,-0.457400,0.023976,0.500000
7.157239,-0.452972,0.060270,0.500000
