0.059553,5.127585,-1.713813,0.000000
0.044673,5.023462,-1.711687,0.423239
0.030011,4.919292,-1.709561,0.475244
0.015568,4.815072,-1.707437,0.491424
0.001345,4.710803,-1.705313,0.496965
-0.012660,4.606486,-1.703190,0.498918
-0.026446,4.502120,-1.701067,0.499614
-0.040013,4.397706,-1.698946,0.499862
-0.053361,4.293242,-1.696825,0.499950
-0.066490,4.188730,-1.694705,0.499982
-0.079401,4.084169,-1.692586,0.499994
-0.092092,3.979559,-1.690468,0.499998
-0.104564,3.874901,-1.688351,0.499999
-0.116818,3.770193,-1.686234,0.500000
-0.128852,3.665437,-1.684119,0.500000
-0.140668,3.560632,-1.682004,0.500000
-0.152265,3.455779,-1.679891,0.500000
-0.163642,3.350877,-1.677778,0.500000
-0.174801,3.245926,-1.675667,0.500000
-0.185741,3.140926,-1.673556,0.500000
-0.196462,3.035877,-1.671447,0.500000
-0.206964,2.930780,-1.669338,0.500000
-0.217247,2.825634,-1.667231,0.500000
-0.227311,2.720439,-1.665125,0.500000
-0.237157,2.615195,-1.663020,0.500000
-0.246783,2.509903,-1.660916,0.500000
-0.256190,2.404562,-1.658813,0.500000
-0.265379,2.299172,-1.656711,0.500000
-0.274348,2.193733,-1.654611,0.500000
-0.283099,2.088246,-1.652512,0.500000
-0.291631,1.982709,-1.650413,0.500000
-0.299943,1.877125,-1.648317,0.500000
-0.308037,1.771491,-1.646221,0.500000
-0.315912,1.665808,-1.644127,0.500000
-0.323568,1.560077,-1.642034,0.500000
-0.331005,1.454297,-1.639942,0.500000
-0.338223,1.348468,-1.637852,0.500000
-0.344095,1.243003,-1.590493,0.500000
-0.340846,1.140741,-1.485839,0.500000
-0.326996,1.042223,-1.375180,0.500000
-0.302545,0.947450,-1.260871,0.500000
-0.267494,0.856421,-1.145786,0.500000
-0.221842,0.769137,-1.032918,0.500000
-0.165588,0.685596,-0.924929,0.500000
-0.098735,0.605800,-0.823821,0.500000
-0.021280,0.529749,-0.730807,0.500000
0.066745,0.457446,-0.649488,0.500000
0.159854,0.389758,-0.607309,0.500000
0.253994,0.327323,-0.563509,0.500000
0.349166,0.270142,-0.518172,0.500000
0.445370,0.218213,-0.471411,0.500000
0.542605,0.171538,-0.423371,0.500000
0.640872,0.130116,-0.374229,0.500000
0.740170,0.093947,-0.324191,0.500000
0.840500,0.063031,-0.273490,0.500000
0.941862,0.037368,-0.222375,0.500000
1.044046,0.015859,-0.202038,0.500000
1.146433,-0.004758,-0.195370,0.500000
1.248981,-0.024696,-0.188704,0.500000
1.351690,-0.043957,-0.182043,0.500000
1.454561,-0.062540,-0.175387,0.500000
1.557594,-0.080445,-0.168735,0.500000
1.660788,-0.097672,-0.162089,0.500000
1.764144,-0.114221,-0.155450,0.500000
1.867661,-0.130092,-0.148818,0.500000
1.971340,-0.145285,-0.142193,0.500000
2.075180,-0.159800,-0.135576,0.500000
2.179182,-0.173637,-0.128968,0.500000
2.283346,-0.186796,-0.122369,0.500000
2.387671,-0.199278,-0.115780,0.500000
2.492157,-0.211081,-0.109201,0.500000
